teks,entitas
Rapat dewan direksi besok akan dipimpin oleh Dewi.,"[{""start"": 45, ""end"": 49, ""label"": ""PER""}]"
"Sesuai catatan sipil, domisili tercatat di Perumahan Bukit Indah Blok E17 No. 23, Balikpapan.","[{""start"": 43, ""end"": 92, ""label"": ""ADR""}]"
IDA BAGUS OKA RESMI MENJABAT SEBAGAI GUBERNUR DKI JAKARTA MULAI BULAN DEPAN.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
@drandiwijaya membagikan update terbaru di akunnya.,"[{""start"": 1, ""end"": 13, ""label"": ""PER""}]"
@lestari baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 8, ""label"": ""PER""}]"
"Surat untuk AKBP Ade Safri Simanjuntak dialamatkan ke Perumahan Puri Nirwana Blok H18 No. 35, Bekasi.","[{""start"": 12, ""end"": 38, ""label"": ""PER""}, {""start"": 54, ""end"": 100, ""label"": ""ADR""}]"
"Rapat dihadiri oleh McDonald, Nadiem Makarim, Lestari, dan Ahmad Dahlan sore ini.","[{""start"": 20, ""end"": 28, ""label"": ""PER""}, {""start"": 30, ""end"": 44, ""label"": ""PER""}, {""start"": 46, ""end"": 53, ""label"": ""PER""}, {""start"": 59, ""end"": 71, ""label"": ""PER""}]"
"Rapat RT akan diadakan di Jalan Cendrawasih No. 21B, RT 07/RW 10, Desa Cibogo, Kec. Gubeng, Jakarta, Jawa Timur, 22301.","[{""start"": 26, ""end"": 118, ""label"": ""ADR""}]"
Gubernur DKI Jakarta Nelson Mandela menyampaikan pernyataan resmi kemarin.,"[{""start"": 21, ""end"": 35, ""label"": ""PER""}]"
"Rapat RT akan diadakan di Jl. Flamboyan No. 155B, RT 13/RW 12, Kel. Sukajadi, Denpasar.","[{""start"": 26, ""end"": 86, ""label"": ""ADR""}]"
"Rapat RT akan diadakan di Perumahan Bukit Indah Blok D14 No. 35, Bogor.","[{""start"": 26, ""end"": 70, ""label"": ""ADR""}]"
Rishi Sunak menghadiri rapat mengenai Semarang pagi ini.,"[{""start"": 0, ""end"": 11, ""label"": ""PER""}]"
"Tolong sampaikan pesan ini kepada Boyke Dian Nugraha, Sp.OG secepatnya.","[{""start"": 34, ""end"": 59, ""label"": ""PER""}]"
Keputusan final berada di tangan Wati selaku manajer proyek.,"[{""start"": 33, ""end"": 37, ""label"": ""PER""}]"
"Tim tersebut beranggotakan Lestari, Putri, Raisa Andriana, dan K.H. Ma'ruf Amin.","[{""start"": 27, ""end"": 34, ""label"": ""PER""}, {""start"": 36, ""end"": 41, ""label"": ""PER""}, {""start"": 43, ""end"": 57, ""label"": ""PER""}, {""start"": 63, ""end"": 79, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Dewi dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 34, ""label"": ""PER""}]"
"Halo semua, nama gue Mark Zuckerberg, salam kenal ya!","[{""start"": 21, ""end"": 36, ""label"": ""PER""}]"
Saya tinggal di Bogor sejak kecil.,[]
BUYA HAMKA DAN SARI KOMPAK HADIR DALAM ACARA ITU.,"[{""start"": 0, ""end"": 10, ""label"": ""PER""}, {""start"": 15, ""end"": 19, ""label"": ""PER""}]"
KEVIN SANJAYA SUKAMULJO BERTEMU DENGAN REKANNYA DI SURABAYA.,"[{""start"": 0, ""end"": 23, ""label"": ""PER""}]"
"Alif Santoso tinggal di Gg. Flamboyan No. 48A, Bandung.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}, {""start"": 24, ""end"": 54, ""label"": ""ADR""}]"
"KEMARIN YUSRIL IHZA MAHENDRA, S.H., M.SC. MEMBAHAS 19.00 WIB BERSAMA TIMNYA.","[{""start"": 8, ""end"": 41, ""label"": ""PER""}]"
Kost bukan bagian dari agenda rapat kali ini.,[]
"Menurut laporan, Bali mengalami peningkatan signifikan.",[]
MAWAR SEMUA DIUNDANG UNTUK HADIR DALAM ACARA TERSEBUT.,[]
RAPAT TERSEBUT DIHADIRI OLEH NELSON MANDELA DAN ISYANA SARASVATI.,"[{""start"": 29, ""end"": 43, ""label"": ""PER""}, {""start"": 48, ""end"": 64, ""label"": ""PER""}]"
"Pihak kepolisian masih memeriksa Boyke Dian Nugraha, Sp.OG sebagai saksi utama.","[{""start"": 33, ""end"": 58, ""label"": ""PER""}]"
"""Ini adalah langkah yang tepat,"" tutur Anne-Marie Laurent kepada wartawan.","[{""start"": 39, ""end"": 57, ""label"": ""PER""}]"
"Nama Lengkap: Larry Page
Alamat: Gang Cemara, RT 03/RW 12, Desa Cibogo, Kec. Sukasari, Depok, DI Yogyakarta, 71139.","[{""start"": 14, ""end"": 24, ""label"": ""PER""}, {""start"": 33, ""end"": 114, ""label"": ""ADR""}]"
Tuan Guru Bajang menghadiri rapat mengenai Kompas pagi ini.,"[{""start"": 0, ""end"": 16, ""label"": ""PER""}]"
Kemarin saya pergi ke Medan untuk urusan pekerjaan.,[]
"""Terima kasih atas dukungannya,"" ucap I Gusti Ngurah Rai sambil tersenyum.","[{""start"": 38, ""end"": 56, ""label"": ""PER""}]"
"Penerima: Wayan, Tujuan: Perumahan Taman Sari Blok H16 No. 45, Yogyakarta","[{""start"": 10, ""end"": 15, ""label"": ""PER""}, {""start"": 25, ""end"": 73, ""label"": ""ADR""}]"
Direktur Utama Kennedy meresmikan acara tersebut.,"[{""start"": 15, ""end"": 22, ""label"": ""PER""}]"
Saya punya saudara di jakarta namanya Yoga.,"[{""start"": 38, ""end"": 42, ""label"": ""PER""}]"
"Sesuai catatan sipil, domisili tercatat di Jl. Rajawali No. 162A, RT 12/RW 14, Kel. Tegalsari, Balikpapan.","[{""start"": 43, ""end"": 105, ""label"": ""ADR""}]"
"Menurut Fatima binti Muhammad, kebijakan ini harus segera dievaluasi.","[{""start"": 8, ""end"": 29, ""label"": ""PER""}]"
Surat dari Usain Bolt membahas rencana terkait 17 Agustus 1945.,"[{""start"": 11, ""end"": 21, ""label"": ""PER""}]"
"Rumah kost berada di Jalan Melati No. 103, RT 20/RW 09, Kel. Gubeng, Balikpapan.","[{""start"": 21, ""end"": 79, ""label"": ""ADR""}]"
KAPOLRI NELSON MANDELA MERESMIKAN ACARA TERSEBUT.,"[{""start"": 8, ""end"": 22, ""label"": ""PER""}]"
"KTP atas nama Ir. Soekarno beralamat di Gang Mangga Dua No. 91A, Medan.","[{""start"": 14, ""end"": 26, ""label"": ""PER""}, {""start"": 40, ""end"": 70, ""label"": ""ADR""}]"
"KTP menunjukkan alamat di Jl. Mangga Dua, RT 19/RW 17, Kel. Menteng, Tangerang.","[{""start"": 26, ""end"": 78, ""label"": ""ADR""}]"
"Surat untuk Isyana Sarasvati dialamatkan ke 463 Wall Lane, Amsterdam, Belanda.","[{""start"": 12, ""end"": 28, ""label"": ""PER""}, {""start"": 44, ""end"": 77, ""label"": ""ADR""}]"
"Kyai Haji Hasyim Asy'ari menegaskan, ""kami akan terus berusaha.""","[{""start"": 0, ""end"": 24, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Diponegoro dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 40, ""label"": ""PER""}]"
"KTP atas nama Ganjar Pranowo beralamat di Gang Sudirman No. 195B, RT 09/RW 01, Kel. Antapani, Kec. Buah Batu, Depok, Jawa Barat, 42186.","[{""start"": 14, ""end"": 28, ""label"": ""PER""}, {""start"": 42, ""end"": 134, ""label"": ""ADR""}]"
"Nama Lengkap: Serena Williams
Alamat: Jl. Diponegoro No. 88A, RT 09/RW 12, Kel. Cihapit, Kec. Buah Batu, Denpasar, Sulawesi Selatan, 73368.","[{""start"": 14, ""end"": 29, ""label"": ""PER""}, {""start"": 38, ""end"": 138, ""label"": ""ADR""}]"
TEORI YANG DIUSULKAN OLEH USTADZ ABDUL SOMAD TELAH DIPATAHKAN OLEH PENEMUAN BARU.,"[{""start"": 26, ""end"": 44, ""label"": ""PER""}]"
Bunga mulai terlihat sejak dini hari.,[]
Reza Rahadian menghadiri rapat mengenai Korea pagi ini.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
"Surat untuk Cristiano Ronaldo dialamatkan ke Gang Ahmad Yani No. 107B, Bogor.","[{""start"": 12, ""end"": 29, ""label"": ""PER""}, {""start"": 45, ""end"": 76, ""label"": ""ADR""}]"
"Evry Pramudya menegaskan, ""kami akan terus berusaha.""","[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
Direktur Utama Puan Maharani menyampaikan pernyataan resmi kemarin.,"[{""start"": 15, ""end"": 28, ""label"": ""PER""}]"
"""TERIMA KASIH ATAS DUKUNGANNYA,"" UCAP BUYA HAMKA SAMBIL TERSENYUM.","[{""start"": 38, ""end"": 48, ""label"": ""PER""}]"
"Paket untuk Dr. Andi Wijaya dikirim ke Dusun Karangasem RT 17/RW 20, Kel. Cihapit, Kec. Gubeng, Kab. Sleman.","[{""start"": 12, ""end"": 27, ""label"": ""PER""}, {""start"": 39, ""end"": 107, ""label"": ""ADR""}]"
Laporan tersebut telah dikirimkan langsung ke meja Leonardo DiCaprio.,"[{""start"": 51, ""end"": 68, ""label"": ""PER""}]"
Panglima TNI Taylor Swift menyampaikan pernyataan resmi kemarin.,"[{""start"": 13, ""end"": 25, ""label"": ""PER""}]"
"GAGASAN YANG DIKEMUKAKAN OLEH MADE WIRAWAN, S.H., M.H. MEMICU PERDEBATAN PANJANG.","[{""start"": 30, ""end"": 54, ""label"": ""PER""}]"
"Nama Lengkap: Ida Bagus Oka
Alamat: Jl. Sudirman, RT 15/RW 03, Desa Cibogo, Kec. Menteng, Bogor, Kalimantan Timur, 59865.","[{""start"": 14, ""end"": 27, ""label"": ""PER""}, {""start"": 36, ""end"": 120, ""label"": ""ADR""}]"
"Rapat dihadiri oleh Ruud van Nistelrooy, Vladimir Putin, Ebiet G. Ade, dan Volodymyr Zelenskyy sore ini.","[{""start"": 20, ""end"": 39, ""label"": ""PER""}, {""start"": 41, ""end"": 55, ""label"": ""PER""}, {""start"": 57, ""end"": 69, ""label"": ""PER""}, {""start"": 75, ""end"": 94, ""label"": ""PER""}]"
Acara tahunan itu selalu digelar di Jawa Tengah.,[]
"Di antara peserta terdapat Narendra Modi, Rian, dan Sudirman.","[{""start"": 27, ""end"": 40, ""label"": ""PER""}, {""start"": 42, ""end"": 46, ""label"": ""PER""}, {""start"": 52, ""end"": 60, ""label"": ""PER""}]"
"Rumah beliau berada di Gang Ahmad Dahlan, RT 07/RW 06, Desa Sukamaju, Tangerang.","[{""start"": 23, ""end"": 79, ""label"": ""ADR""}]"
"Panitia mengundang Ustadzah Oki Setiana Dewi, Keanu Reeves, dan Warren Buffett sebagai narasumber.","[{""start"": 19, ""end"": 44, ""label"": ""PER""}, {""start"": 46, ""end"": 58, ""label"": ""PER""}, {""start"": 64, ""end"": 78, ""label"": ""PER""}]"
Penyanyi Ridwan Kamil menyampaikan pernyataan resmi kemarin.,"[{""start"": 9, ""end"": 21, ""label"": ""PER""}]"
"Menurut Wayan dan B.J. Habibie, kebijakan ini perlu direvisi.","[{""start"": 8, ""end"": 13, ""label"": ""PER""}, {""start"": 18, ""end"": 30, ""label"": ""PER""}]"
"RUMAH KOST BERADA DI 580 ORCHARD LANE, NEW YORK, AMERIKA SERIKAT.","[{""start"": 21, ""end"": 64, ""label"": ""ADR""}]"
Pihak kepolisian masih memeriksa Kyai Haji Hasyim Asy'ari sebagai saksi utama.,"[{""start"": 33, ""end"": 57, ""label"": ""PER""}]"
"SUSI SUSANTI, SELAKU PRESIDEN AS KE-46, HADIR DALAM KONFERENSI PERS.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}]"
CEO Tesla sebelumnya adalah Lestari.,"[{""start"": 28, ""end"": 35, ""label"": ""PER""}]"
Perdana Menteri Inggris sebelumnya adalah Susi Susanti.,"[{""start"": 42, ""end"": 54, ""label"": ""PER""}]"
"Menurut Presiden AS ke-46 Jean-Luc Picard, kebijakan ini akan segera direvisi.","[{""start"": 26, ""end"": 41, ""label"": ""PER""}]"
Keputusan final berada di tangan K.H. Ma'ruf Amin selaku manajer proyek.,"[{""start"": 33, ""end"": 49, ""label"": ""PER""}]"
"KTP menunjukkan alamat di Gang Melati No. 161A, RT 13/RW 20, Kel. Cihapit, Bandung.","[{""start"": 26, ""end"": 82, ""label"": ""ADR""}]"
Jangan lupa follow @pramoedyaanantatoer untuk info terkini.,"[{""start"": 20, ""end"": 39, ""label"": ""PER""}]"
"Rektor Universitas Indonesia, Lisa, menyampaikan pernyataan resmi kemarin.","[{""start"": 30, ""end"": 34, ""label"": ""PER""}]"
KEBAKARAN HUTAN MELUAS DI KALIMANTAN.,[]
Kami sedang menunggu tanda tangan dari dr. Reisa Broto Asmoro untuk mencairkan dana.,"[{""start"": 39, ""end"": 61, ""label"": ""PER""}]"
Donald Trump adalah salah satu tokoh penting dalam sejarah.,"[{""start"": 0, ""end"": 12, ""label"": ""PER""}]"
Kemarin Bernard Arnault membahas Belitung bersama timnya.,"[{""start"": 8, ""end"": 23, ""label"": ""PER""}]"
Karya seni milik Yudi berhasil terjual dengan harga fantastis.,"[{""start"": 17, ""end"": 21, ""label"": ""PER""}]"
"Rangga Pratama, S.Kom., M.Kom. baru saja pindah ke Gang Imam Bonjol No. 120B, RT 03/RW 20, Kel. Antapani, Jakarta.","[{""start"": 0, ""end"": 30, ""label"": ""PER""}, {""start"": 51, ""end"": 113, ""label"": ""ADR""}]"
Teori yang diusulkan oleh Ganjar Pranowo telah dipatahkan oleh penemuan baru.,"[{""start"": 26, ""end"": 40, ""label"": ""PER""}]"
"René Descartes baru saja pindah ke Apartemen Green Pramuka City Tower B Lantai 10, Semarang.","[{""start"": 0, ""end"": 14, ""label"": ""PER""}, {""start"": 35, ""end"": 91, ""label"": ""ADR""}]"
"Perdana Menteri Inggris, Drs. Muhammad Yamin, menyampaikan pernyataan resmi kemarin.","[{""start"": 25, ""end"": 44, ""label"": ""PER""}]"
"Menurut laporan, Tangerang mengalami peningkatan signifikan.",[]
"Rapat RT akan diadakan di Jalan Ahmad Yani No. 9A, RT 17/RW 19, Desa Cibogo, Kec. Buah Batu, Jakarta, Jawa Tengah, 95278.","[{""start"": 26, ""end"": 120, ""label"": ""ADR""}]"
"Menurut Evry Pramudya dan Budi, kebijakan ini perlu direvisi.","[{""start"": 8, ""end"": 21, ""label"": ""PER""}, {""start"": 26, ""end"": 30, ""label"": ""PER""}]"
"Ia baru saja pindah ke Dusun Karangasem RT 14/RW 02, Kel. Antapani, Kec. Coblong, Kab. Sidoarjo.","[{""start"": 23, ""end"": 95, ""label"": ""ADR""}]"
Bunga mekar dengan indah di taman setiap pagi.,[]
Pihak kepolisian masih memeriksa Bruce Lee sebagai saksi utama.,"[{""start"": 33, ""end"": 42, ""label"": ""PER""}]"
"NAMA LENGKAP: RIDWAN KAMIL
ALAMAT: JL. CEMPAKA PUTIH NO. 31, RT 11/RW 16, KEL. TEGALSARI, KEC. TEGALSARI, BEKASI, DKI JAKARTA, 97997.","[{""start"": 14, ""end"": 26, ""label"": ""PER""}, {""start"": 35, ""end"": 132, ""label"": ""ADR""}]"
"Menurut Penyanyi Budi, kebijakan ini akan segera direvisi.","[{""start"": 17, ""end"": 21, ""label"": ""PER""}]"
"Surat untuk Greysia Polii dialamatkan ke Jalan Ahmad Dahlan No. 17A, RT 06/RW 04, Kel. Sukajadi, Depok.","[{""start"": 12, ""end"": 25, ""label"": ""PER""}, {""start"": 41, ""end"": 102, ""label"": ""ADR""}]"
"KTP atas nama K.H. Ma'ruf Amin beralamat di Jl. Merdeka, RT 01/RW 16, Desa Sukamaju, Semarang.","[{""start"": 14, ""end"": 30, ""label"": ""PER""}, {""start"": 44, ""end"": 93, ""label"": ""ADR""}]"
Kantor cabang baru akan dibuka di Sydney.,[]
PEMERINTAH UMUMKAN KEBIJAKAN SUBSIDI BARU.,[]
"KTP atas nama Cut Nyak Dien beralamat di Gg. Rajawali, RT 12/RW 05, Kel. Sukajadi, Kec. Gubeng, Jakarta, Jawa Tengah, 89088.","[{""start"": 14, ""end"": 27, ""label"": ""PER""}, {""start"": 41, ""end"": 123, ""label"": ""ADR""}]"
Brigjen Pol Listyo Sigit Prabowo adalah gubernur jawa barat.,"[{""start"": 0, ""end"": 32, ""label"": ""PER""}]"
"Alamat saya di Gang Gatot Subroto No. 141A, RT 13/RW 07, Kel. Tegalsari, Depok.","[{""start"": 15, ""end"": 78, ""label"": ""ADR""}]"
Laporan tersebut telah dikirimkan langsung ke meja Andi Djemma.,"[{""start"": 51, ""end"": 62, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Brigjen Pol Listyo Sigit Prabowo dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 62, ""label"": ""PER""}]"
GEMPA BUMI GUNCANG WILAYAH SELATAN JAWA.,[]
Surat itu dikirim oleh Agus di Google minggu lalu.,"[{""start"": 23, ""end"": 27, ""label"": ""PER""}]"
"Menurut Brigjen Pol Listyo Sigit Prabowo, Universitas Diponegoro perlu dievaluasi ulang.","[{""start"": 8, ""end"": 40, ""label"": ""PER""}]"
"Menurut Raisa Andriana dan Andi Djemma, kebijakan ini perlu direvisi.","[{""start"": 8, ""end"": 22, ""label"": ""PER""}, {""start"": 27, ""end"": 38, ""label"": ""PER""}]"
"Rumah beliau berada di Jl. Ahmad Yani, RT 05/RW 16, Kel. Sukajadi, Kec. Coblong, Bandung, Sulawesi Selatan, 46279.","[{""start"": 23, ""end"": 113, ""label"": ""ADR""}]"
@aniesbaswedan baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 14, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Sri Sultan Hamengkubuwono X dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 57, ""label"": ""PER""}]"
"Rumah beliau berada di Gang Imam Bonjol No. 196B, RT 09/RW 09, Desa Cibogo, Kec. Tegalsari, Bogor, Jawa Barat, 95162.","[{""start"": 23, ""end"": 116, ""label"": ""ADR""}]"
"Prof. Ir. Bambang Permadi Soemantri Brodjonegoro, M.Sc. baru saja pindah ke Jalan Kebon Jeruk, Bekasi.","[{""start"": 0, ""end"": 55, ""label"": ""PER""}, {""start"": 76, ""end"": 101, ""label"": ""ADR""}]"
"RANGGA PRATAMA, S.KOM., M.KOM. TINGGAL DI JL. RAJAWALI NO. 180B, RT 13/RW 06, KEL. GUBENG, KEC. TEGALSARI, SURABAYA, DI YOGYAKARTA, 36307.","[{""start"": 0, ""end"": 30, ""label"": ""PER""}, {""start"": 42, ""end"": 137, ""label"": ""ADR""}]"
"KTP atas nama Rishi Sunak beralamat di Jl. Mangga Dua No. 42A, RT 09/RW 08, Desa Cibogo, Palembang.","[{""start"": 14, ""end"": 25, ""label"": ""PER""}, {""start"": 39, ""end"": 98, ""label"": ""ADR""}]"
Kemarin mobilnya Ahmad Dhani mogok di jalan tol.,"[{""start"": 17, ""end"": 28, ""label"": ""PER""}]"
Surat itu dikirim oleh Kyai Haji Hasyim Asy'ari di Palembang minggu lalu.,"[{""start"": 23, ""end"": 47, ""label"": ""PER""}]"
Ketua DPR RI Roger Federer meresmikan acara tersebut.,"[{""start"": 13, ""end"": 26, ""label"": ""PER""}]"
"Halo semua, nama gue John Doe, salam kenal ya!","[{""start"": 21, ""end"": 29, ""label"": ""PER""}]"
"Laporan tersebut telah dikirimkan langsung ke meja Faisal Rahman, S.E., Ak., CA..","[{""start"": 51, ""end"": 80, ""label"": ""PER""}]"
"MAHATMA GANDHI BARU SAJA PINDAH KE 537 BRIDGE STREET, DUBAI, 50874, UNI EMIRAT ARAB.","[{""start"": 0, ""end"": 14, ""label"": ""PER""}, {""start"": 35, ""end"": 83, ""label"": ""ADR""}]"
CEO Tesla Dini Imaniar meresmikan acara tersebut.,"[{""start"": 10, ""end"": 22, ""label"": ""PER""}]"
"Silakan kirim paket ke 527 Jefferson Boulevard, New York, Amerika Serikat.","[{""start"": 23, ""end"": 73, ""label"": ""ADR""}]"
"Kost berada di Jl. Ahmad Yani No. 24B, RT 15/RW 20, Kel. Cihapit, Kec. Buah Batu, Manado, Sumatera Utara, 56506.","[{""start"": 15, ""end"": 111, ""label"": ""ADR""}]"
"Paket untuk Joe Taslim dikirim ke Gg. Mawar No. 109, RT 01/RW 19, Kel. Gubeng, Tangerang.","[{""start"": 12, ""end"": 22, ""label"": ""PER""}, {""start"": 34, ""end"": 88, ""label"": ""ADR""}]"
"Paket untuk Joe Biden dikirim ke Jalan Mawar No. 1A, RT 03/RW 11, Kel. Sukajadi, Kec. Menteng, Palembang, Sulawesi Selatan, 44560.","[{""start"": 12, ""end"": 21, ""label"": ""PER""}, {""start"": 33, ""end"": 129, ""label"": ""ADR""}]"
"Penerima: Ir. Djoko Kirmanto, Dipl.HE, Tujuan: Gg. Anggrek, RT 09/RW 15, Kel. Sukajadi, Tangerang","[{""start"": 10, ""end"": 37, ""label"": ""PER""}, {""start"": 47, ""end"": 97, ""label"": ""ADR""}]"
"""Ini adalah langkah yang tepat,"" tutur Andi Djemma kepada wartawan.","[{""start"": 39, ""end"": 50, ""label"": ""PER""}]"
"""Universitas Diponegoro adalah prioritas kita,"" kata Joko Widodo.","[{""start"": 53, ""end"": 64, ""label"": ""PER""}]"
Kemarin saya pergi ke PBB untuk urusan pekerjaan.,[]
Penghargaan Nobel tahun ini jatuh kepada Tubagus Chasan Sochib atas dedikasinya.,"[{""start"": 41, ""end"": 62, ""label"": ""PER""}]"
Mawar mekar dengan indah di taman setiap pagi.,[]
"""Terima kasih atas dukungannya,"" ucap Prof. Dr. Anies Baswedan, M.P.P. sambil tersenyum.","[{""start"": 38, ""end"": 70, ""label"": ""PER""}]"
"Surat untuk McDonald dialamatkan ke Gg. Sudirman No. 112B, Jakarta.","[{""start"": 12, ""end"": 20, ""label"": ""PER""}, {""start"": 36, ""end"": 66, ""label"": ""ADR""}]"
Banyak pihak yang setuju dengan analisis Gusti Kanjeng Ratu Hemas mengenai krisis ekonomi.,"[{""start"": 41, ""end"": 65, ""label"": ""PER""}]"
Saya tinggal di Berlin sejak kecil.,[]
"Ia baru saja pindah ke Perumahan Bukit Indah Blok A13 No. 14, Bekasi.","[{""start"": 23, ""end"": 68, ""label"": ""ADR""}]"
"Sesuai catatan sipil, domisili tercatat di Jl. Anggrek No. 94B, RT 13/RW 19, Kel. Tegalsari, Semarang.","[{""start"": 43, ""end"": 101, ""label"": ""ADR""}]"
"Di antara peserta terdapat Budi Gunadi Sadikin, Kevin Sanjaya Sukamuljo, Dr. Andi Wijaya, Sp.PD, dan Prof. Dr. dr. Zubairi Djoerban.","[{""start"": 27, ""end"": 46, ""label"": ""PER""}, {""start"": 48, ""end"": 71, ""label"": ""PER""}, {""start"": 73, ""end"": 95, ""label"": ""PER""}, {""start"": 101, ""end"": 131, ""label"": ""PER""}]"
"""Terima kasih atas dukungannya,"" ucap Gatot Subroto sambil tersenyum.","[{""start"": 38, ""end"": 51, ""label"": ""PER""}]"
John Doe adalah salah satu tokoh penting dalam sejarah.,"[{""start"": 0, ""end"": 8, ""label"": ""PER""}]"
"Rapat dihadiri oleh Guillermo del Toro, Jenderal Gatot Nurmantyo, Tubagus Hasanuddin, dan Xi Jinping sore ini.","[{""start"": 20, ""end"": 38, ""label"": ""PER""}, {""start"": 40, ""end"": 64, ""label"": ""PER""}, {""start"": 66, ""end"": 84, ""label"": ""PER""}, {""start"": 90, ""end"": 100, ""label"": ""PER""}]"
"""SAYA AKAN SEGERA BERANGKAT,"" UJAR PROF. DR. ING. B.J. HABIBIE.","[{""start"": 35, ""end"": 62, ""label"": ""PER""}]"
"Yang hadir dalam pertemuan itu adalah Anthony D'Angelo, Siti Aminah, dan Elon Musk.","[{""start"": 38, ""end"": 54, ""label"": ""PER""}, {""start"": 56, ""end"": 67, ""label"": ""PER""}, {""start"": 73, ""end"": 82, ""label"": ""PER""}]"
Churchill bekerja di Balikpapan.,"[{""start"": 0, ""end"": 9, ""label"": ""PER""}]"
Lengkap bukan bagian dari agenda rapat kali ini.,[]
"Kartika Sari, Sp.KG tinggal di Gang Rajawali No. 124B, RT 03/RW 14, Kel. Cihapit, Surabaya.","[{""start"": 0, ""end"": 19, ""label"": ""PER""}, {""start"": 31, ""end"": 90, ""label"": ""ADR""}]"
"Ia baru saja pindah ke Gang Cemara, Bogor.","[{""start"": 23, ""end"": 41, ""label"": ""ADR""}]"
Atlet semua diundang untuk hadir dalam acara tersebut.,[]
"Banyak pihak yang setuju dengan analisis Dr. Andi Wijaya, Sp.PD mengenai krisis ekonomi.","[{""start"": 41, ""end"": 63, ""label"": ""PER""}]"
"Kost berada di Gg. Merdeka, Bekasi.","[{""start"": 15, ""end"": 34, ""label"": ""ADR""}]"
Keputusan final berada di tangan Boediono selaku manajer proyek.,"[{""start"": 33, ""end"": 41, ""label"": ""PER""}]"
